lead	animations/Stand/Gestures/This_11	animations/Stand/Gestures/This_11
are_led_by		
guide	animations/Stand/Gestures/This_11	animations/Stand/Gestures/This_11
are_guided_by		
support	animations/Stand/Emotions/Positive/Confident_1	animations/Stand/Emotions/Positive/Confident_1
are_supported_by		
are_appreciated_by	animations/Stand/Gestures/Great_1	animations/Stand/Gestures/Great_1
profit_from		
are_thanked_by		
are_entertained_by		
are_overrun_by	animations/Stand/Reactions/Heat_2, animations/Stand/Reactions/Heat_1	animations/Stand/Reactions/Heat_2, animations/Stand/Reactions/Heat_1
trust	animations/Stand/Emotions/Positive/Optimistic_1	animations/Stand/Emotions/Positive/Optimistic_1
are_trusted_by		
believe_in	animations/Stand/Emotions/Positive/Optimistic_1	animations/Stand/Emotions/Positive/Optimistic_1
confide_in	animations/Stand/Emotions/Positive/Optimistic_1	animations/Stand/Emotions/Positive/Optimistic_1
rely_on	animations/Stand/Emotions/Positive/Optimistic_1	animations/Stand/Emotions/Positive/Optimistic_1
are_moved_by	animations/Stand/Emotions/Positive/Optimistic_1	animations/Stand/Emotions/Positive/Optimistic_1
feel_sorry_for	animations/Stand/Emotions/Positive/Optimistic_1	animations/Stand/Emotions/Positive/Optimistic_1
are_humiliated_by	animations/Stand/Reactions/Heat_2, animations/Stand/Reactions/Heat_1, animations/Stand/Emotions/Negative/Bored_1, animations/Stand/Emotions/Negative/Exhausted_1	animations/Stand/Reactions/Heat_2, animations/Stand/Reactions/Heat_1, animations/Stand/Emotions/Negative/Bored_1, animations/Stand/Emotions/Negative/Exhausted_1
champion		
are_championed_by	animations/Stand/Waiting/ShowMuscles_3	animations/Stand/Waiting/ShowMuscles_3
are_elected_by		
elect		
are_summoned_by		
summon		
ignore	animations/Stand/Gestures/Thinking_3	animations/Stand/Gestures/Thinking_3
are_ignored_by		
tune_out		
attend_to		
are_attended_by		
attend		
serve		
are_served_by		
minister_to		
abduct		
are_abducted_by		
assault		
are_assaulted_by		
attack		
are_attacked_by		
kidnap		
are_kidnapped_by		
campaign_for		
propagandize_for		
welcome	animations/Stand/Gestures/Salute_2	animations/Stand/Gestures/Salute_2
are_welcomed_by		
are_greeted_by		
heckle		
are_heckled_by		
confer_with		
alienate		
silence	animations/Stand/Emotions/Positive/Peaceful_1, animations/Stand/Gestures/Everything_6, animations/Stand/Gestures/Everything_2	animations/Stand/Emotions/Positive/Peaceful_1, animations/Stand/Gestures/Everything_6, animations/Stand/Gestures/Everything_2
listen_to	animations/Stand/Emotions/Neutral/Innocent_1	animations/Stand/Emotions/Neutral/Innocent_1
	animations/Stand/Gestures/YouKnowWhat_1	animations/Stand/Gestures/YouKnowWhat_1
are_sickened_by	animations/Stand/Gestures/Hungry_1	animations/Stand/Gestures/Hungry_1
control		
are_controlled_by		
command		
are_commanded_by		
leave_behind	animations/Stand/Emotions/Positive/Peaceful_1	animations/Stand/Emotions/Positive/Peaceful_1
are_manipulated_by		
mystify		
are_mystified_by		
hide_from		
are_lured_by		
seduce		
are_seduced_by		
are_brainwashed_by		
are_influenced_by		
are_indoctrinated_by		
embarass		
overthrow		
breastfeed		
impersonate		
are_impersonated_by		
enchant		
are_enchanted_by		
are_healed_by	animations/Stand/Gestures/Yum_1	animations/Stand/Gestures/Yum_1
heal		
cure		
share_stories_with		
are_usurped_by		
conspire_with	animations/Stand/Waiting/ScratchBack_1	animations/Stand/Waiting/ScratchBack_1
collude_with	animations/Stand/Waiting/ScratchBack_1	animations/Stand/Waiting/ScratchBack_1
photograph		
are_photographed_by		
mimic		
are_driven_around_by		
are_driven_by		
drive_for		
look_up_to		
are_inspired_by		
are_examined_byare_inspired_by		
fight_for		
train		
are_trained_by	animations/Stand/Waiting/Fitness_2	animations/Stand/Waiting/Fitness_2
train_with	animations/Stand/Waiting/Fitness_2	animations/Stand/Waiting/Fitness_2
write_for		
champion		
are_toppled_by		
topple		
are_threatened_by	animations/Stand/Emotions/Positive/Shy_2	animations/Stand/Emotions/Positive/Shy_2
hunt	animations/Stand/Reactions/SeeSomething_5	animations/Stand/Reactions/SeeSomething_5
control		
fall_in_love_with		
love		
are_loved_by		
manage		
are_managed_by		
are_ruined_by		
are_corrupted_by		
corrupt		
are_remembered_by		
are_recalled_by		
drink_with		
challenge	animations/Stand/Gestures/Thinking_4	animations/Stand/Gestures/Thinking_4
are_challenged_by		
are_venerated_by		
_are_heckled_by		
identify_with	animations/Stand/Gestures/Me_8	animations/Stand/Gestures/Me_8
lend_to	animations/Stand/Gestures/Give_2	animations/Stand/Gestures/Give_2
fool		
are_released_by	animations/Stand/BodyTalk/Speaking/BodyTalk_17, animations/Stand/Waiting/HideHands_1, animations/Stand/Gestures/Confused_1	animations/Stand/BodyTalk/Speaking/BodyTalk_17, animations/Stand/Waiting/HideHands_1, animations/Stand/Gestures/Confused_1
sacrifice_to	animations/Stand/Gestures/This_10	animations/Stand/Gestures/This_10
appeal_to	animations/Stand/Gestures/Explain_1	animations/Stand/Gestures/Explain_1
speak_through		
settle_with	animations/Stand/Gestures/Everything_6	animations/Stand/Gestures/Everything_6
dismiss	animations/Stand/Gestures/Everything_6	animations/Stand/Gestures/Everything_6
are_dismissed_by		
seek_advice_from		
complain_to		
mate_with	animations/Stand/Gestures/Yum_1	animations/Stand/Gestures/Yum_1
sleep_with	animations/Stand/Gestures/Yum_1	animations/Stand/Gestures/Yum_1
are_deflowered_by	animations/Stand/Gestures/Yum_1	animations/Stand/Gestures/Yum_1
conquer		
are_conquered_by		
argue_before		
communicate_through		
communicate_via		
eject		
are_ejected_by		
supplant		
are_supplanted_by		
inherit_from		
take_aim_at		
target		
are_targeted_by		
respect	animations/Stand/Gestures/BowShort_1	animations/Stand/Gestures/BowShort_1
are_respected_by		
owe		
are_owed_by		
are_spurned_by		
spurn		
are_blessed_by		
design_for		
starve		
kiss_up_to		
are_kissed_by		
massage		
are_scripted_by		
are_introduced_by		
spy_on		
export_to		
travel_with		
imitate		
are_imitated_by		
listen_to	animations/Stand/Emotions/Neutral/Innocent_1	animations/Stand/Emotions/Neutral/Innocent_1
talk_to		
speak_with		
communicate_with		
speak_to		
debrief		
chat_with		
reward		
are_rewarded_by		
disrespect		
offend		
struggle_against		
struggle_with		
are_dumped_by		
dump		
dress		
speak_for		
are_named_by		
farm_for		
let_go_of	animations/Stand/Gestures/WhatSThis_5, animations/Stand/Gestures/This_10, animations/Stand/Gestures/ShowFloor_5, animations/Stand/Gestures/ShowFloor_1	animations/Stand/Gestures/WhatSThis_5, animations/Stand/Gestures/This_10, animations/Stand/Gestures/ShowFloor_5, animations/Stand/Gestures/ShowFloor_1
advocate_for		
represent		
are_represented_by		
cast_out		
write_about		
are_published_by		
write_to		
are_toppled_by		
subdue		
are_subdued_by		
despise	animations/Stand/Gestures/Thinking_3, animations/Stand/Gestures/No_6, animations/Stand/Gestures/Desperate_5	animations/Stand/Gestures/Thinking_3, animations/Stand/Gestures/No_6, animations/Stand/Gestures/Desperate_5
are_despised_by		
deceive		
are_deceived_by		
are_rebuffed_by	animations/Stand/Reactions/SeeSomething_7	animations/Stand/Reactions/SeeSomething_7
pamper		
tend		
are_tended_by		
care_for		
are_cared_for_by		
break_with		
are_uncovered_by	animations/Stand/Emotions/Neutral/Cautious_1	animations/Stand/Emotions/Neutral/Cautious_1
are_rebuked_by	animations/Stand/Reactions/SeeSomething_7	animations/Stand/Reactions/SeeSomething_7
appoint		
are_appointed_by		
are_dumped_by		
raise		
are_raised_by		
nurture		
are_nurtured_by		
run_away_from		
supply_to		
preach_to		
lose_favor_with		
order_from		
are_disillusioned_by	animations/Stand/Reactions/EthernetOff_1, animations/Stand/Emotions/Negative/Exhausted_1, animations/Stand/Gestures/WhatSThis_13	animations/Stand/Reactions/EthernetOff_1, animations/Stand/Emotions/Negative/Exhausted_1, animations/Stand/Gestures/WhatSThis_13
leak_to		
are_freed_by	animations/Stand/BodyTalk/Speaking/BodyTalk_17, animations/Stand/Waiting/HideHands_1, animations/Stand/Gestures/Confused_1	animations/Stand/BodyTalk/Speaking/BodyTalk_17, animations/Stand/Waiting/HideHands_1, animations/Stand/Gestures/Confused_1
are_rewarded_with		
are_expelled_by		
handle		
are_handled_by		
deal_with		
are_chosen_by		
cheat		
are_cheated_by		
cheat_on		
cheat_with		
pray_for		
worship_with		
worship		
are_worshipped_by		
pray_to		
pray_with		
are_retained_by		
answer_to	animations/Stand/Gestures/Give_2	animations/Stand/Gestures/Give_2
answer	animations/Stand/Gestures/Give_2	animations/Stand/Gestures/Give_2
are_answered_by		
ask_questions_for		
answer_questions_from		
are_challenged_by		
promote		
renounce		
lease_to		
lease_from		
rent_to		
rent_from		
descend_from		
are_roused_by		
rouse		
break_up_with		
divorce		
are_divorced_by		
are_defeated_by	animations/Stand/BodyTalk/Speaking/BodyTalk_17, animations/Stand/Reactions/Heat_2, animations/Stand/Reactions/Heat_1	animations/Stand/BodyTalk/Speaking/BodyTalk_17, animations/Stand/Reactions/Heat_2, animations/Stand/Reactions/Heat_1
rank		
accuse		
are_accused_by		
destroy		
are_marketed_by	animations/Stand/Gestures/Thinking_1	animations/Stand/Gestures/Thinking_1
execute		
are_denounced_by	animations/Stand/Reactions/Heat_2, animations/Stand/Reactions/Heat_1, animations/Stand/Emotions/Negative/Bored_1, animations/Stand/Emotions/Negative/Exhausted_1	animations/Stand/Reactions/Heat_2, animations/Stand/Reactions/Heat_1, animations/Stand/Emotions/Negative/Bored_1, animations/Stand/Emotions/Negative/Exhausted_1
sue		
are_sued_by		
countersue		
pander_to		
overcome		
are_worshipped_by		
repay		
are_repaid_by		
entice		
are_enticed_by		
woo		
are_wooed_by		
dominate		
are_dominated_by		
fail_to_reward	animations/Stand/Gestures/WhatSThis_16, animations/Stand/Gestures/IDontKnow_1	animations/Stand/Gestures/WhatSThis_16, animations/Stand/Gestures/IDontKnow_1
oppress		
are_oppressed_by		
suppress		
are_suppressed_by		
subjugate		
are_subjugated_by		
are_abandoned_by	animations/Stand/Emotions/Neutral/Innocent_1, animations/Stand/Emotions/Neutral/Lonely_1	animations/Stand/Emotions/Neutral/Innocent_1, animations/Stand/Emotions/Neutral/Lonely_1
are_failed_by		
hate		
